14:10:36 time x y voltage current 
14:10:37 time x y voltage current 
14:10:38 time x y voltage current 
14:10:39 time x y voltage current 
14:10:40 time x y voltage current 
14:10:41 time x y voltage current 
14:10:42 time x y voltage current 
14:10:43 time x y voltage current 
14:10:44 time x y voltage current 
14:10:45 time x y voltage current 
14:10:46 time x y voltage current 
14:10:47 time x y voltage current 
14:10:48 time x y voltage current 
15:53:49 5725  5.18 49.85 1
15:53:50 5725  5.18 49.85 1
15:53:51 5725  5.18 49.85 1
15:53:52 5725  5.18 49.85 1
15:53:53 5726 cb18 79.48 48.88 1
15:53:54 5727 cb18 3.57 34.31 1
15:53:55 5728 cb18 0.58 74.19 1
15:53:56 5729 cb18 18.93 13.43 1
15:53:57 5730 cb18 9.19 90.5 1
15:53:58 5730 cb18 9.19 90.5 1
15:53:59 5730 cb18 9.19 90.5 1
15:54:00 5730 cb18 9.19 90.5 1
15:54:01 5730 cb18 9.19 90.5 1
15:54:02 5730 cb18 9.19 90.5 1
15:54:03 5730 cb18 9.19 90.5 1
15:54:04 5730 cb18 9.19 90.5 1
15:54:06 5730 cb18 9.19 90.5 1
15:54:07 5730 cb18 9.19 90.5 1
15:54:08 5730 cb18 9.19 90.5 1
15:54:09 5730 cb18 9.19 90.5 1
15:54:10 5730 cb18 9.19 90.5 1
15:54:11 5730 cb18 9.19 90.5 1
15:54:12 5730 cb18 9.19 90.5 1
15:54:13 5730 cb18 9.19 90.5 1
15:54:14 5730 cb18 9.19 90.5 1
15:54:15 5730 cb18 9.19 90.5 1
15:54:16 5730 cb18 9.19 90.5 1
15:54:17 5730 cb18 9.19 90.5 1
15:54:18 5730 cb18 9.19 90.5 1
15:54:19 5730 cb18 9.19 90.5 1
15:54:20 5730 cb18 9.19 90.5 1
15:54:21 5730 cb18 9.19 90.5 1
15:54:22 5730 cb18 9.19 90.5 1
15:54:23 5730 cb18 9.19 90.5 1
15:54:24 5730 cb18 9.19 90.5 1
15:54:25 5730 cb18 9.19 90.5 1
15:54:26 5730 cb18 9.19 90.5 1
15:54:27 5730 cb18 9.19 90.5 1
15:54:28 5730 cb18 9.19 90.5 1
15:54:29 5730 cb18 9.19 90.5 1
15:54:30 5730 cb18 9.19 90.5 1
15:54:31 5730 cb18 9.19 90.5 1
15:54:32 5730 cb18 9.19 90.5 1
15:54:33 5730 cb18 9.19 90.5 1
15:54:34 5730 cb18 9.19 90.5 1
15:54:35 5730 cb18 9.19 90.5 1
15:54:36 5730 cb18 9.19 90.5 1
15:54:37 5730 cb18 9.19 90.5 1
15:54:38 5730 cb18 9.19 90.5 1
15:54:39 5730 cb18 9.19 90.5 1
15:54:40 5730 cb18 9.19 90.5 1
15:54:41 5730 cb18 9.19 90.5 1
15:54:42 5730 cb18 9.19 90.5 1
15:54:43 5730 cb18 9.19 90.5 1
15:54:44 5730 cb18 9.19 90.5 1
15:54:45 5730 cb18 9.19 90.5 1
15:54:46 5730 cb18 9.19 90.5 1
15:54:47 5730 cb18 9.19 90.5 1
15:54:48 5730 cb18 9.19 90.5 1
15:54:49 5730 cb18 9.19 90.5 1
15:54:50 5730 cb18 9.19 90.5 1
15:54:51 5730 cb18 9.19 90.5 1
15:54:52 5730 cb18 9.19 90.5 1
15:54:53 5730 cb18 9.19 90.5 1
15:54:54 5730 cb18 9.19 90.5 1
15:54:55 5730 cb18 9.19 90.5 1
15:54:56 5730 cb18 9.19 90.5 1
15:54:57 5730 cb18 9.19 90.5 1
15:54:58 5730 cb18 9.19 90.5 1
15:54:59 5730 cb18 9.19 90.5 1
15:55:00 5730 cb18 9.19 90.5 1
15:55:01 5730 cb18 9.19 90.5 1
15:55:02 5730 cb18 9.19 90.5 1
15:55:03 5730 cb18 9.19 90.5 1
15:55:04 5730 cb18 9.19 90.5 1
15:55:05 5730 cb18 9.19 90.5 1
15:55:06 5730 cb18 9.19 90.5 1
15:55:07 5730 cb18 9.19 90.5 1
15:55:08 5730 cb18 9.19 90.5 1
15:55:09 5731  98.18 58.02 1
15:55:10 5732  47.72 31.57 1
15:55:11 5733  85.02 2.02 1
15:55:12 5734  9.83 0.17 1
15:55:13 5735  90.67 17.56 1
15:55:14 5736  57.27 32.02 1
15:55:15 5737  58.47 44.27 1
15:55:16 5738  81.73 14.15 1
15:55:17 5739  53.08 64.94 1
15:55:18 5740  13.56 44.03 1
15:55:19 5741  57.41 88.07 1
15:55:20 5742  48.4 24.07 1
15:55:21 5743  55.17 1.98 1
15:55:22 5744  65.64 21.46 1
15:55:23 5745  61.75 14.83 1
15:55:24 5746  89.4 59.93 1
15:55:25 5747  72.85 37.11 1
15:55:26 5748  91.5 57.87 1
15:55:27 5749  39.14 1.32 1
15:55:28 5750  58.04 29.8 1
15:55:29 5751  18.88 15.31 1
15:55:30 5752  61.82 77.36 1
15:55:31 5753  59.58 43.54 1
15:55:32 5754  91.52 12.66 1
15:55:33 5755  8.48 5.07 1
15:55:34 5756  56.7 65.89 1
15:55:35 5757  93.14 5.09 1
15:55:36 5758  89.97 48.31 1
15:55:37 5759  7.07 55.61 1
15:55:38 5760  69.77 68.82 1
15:55:39 5761  70.44 59.17 1
15:55:40 5761  70.44 59.17 1
15:55:41 5761  70.44 59.17 1
15:55:42 5761  70.44 59.17 1
15:55:43 5761  70.44 59.17 1
15:55:44 5761  70.44 59.17 1
15:55:45 5761  70.44 59.17 1
15:55:46 5761  70.44 59.17 1
15:55:47 5761  70.44 59.17 1
15:55:48 5761  70.44 59.17 1
15:55:49 5761  70.44 59.17 1
15:55:50 5761  70.44 59.17 1
15:55:51 5761  70.44 59.17 1
15:55:52 5761  70.44 59.17 1
15:55:53 5762  67.24 41.93 1
15:55:54 5763  30.75 47.36 1
15:55:55 5764  81.42 88.29 1
15:55:56 5765  88.85 23.72 1
15:55:57 5766  24.58 4.66 1
15:55:58 5767  63.29 51.75 1
15:55:59 5768  48.53 36.63 1
15:56:00 5768  48.53 36.63 1
15:56:01 5768  48.53 36.63 1
15:56:02 5768  48.53 36.63 1
15:56:03 5768  48.53 36.63 1
15:56:04 5768  48.53 36.63 1
15:56:06 5768  48.53 36.63 1
15:56:07 5768  48.53 36.63 1
15:56:08 5768  48.53 36.63 1
15:56:09 5768  48.53 36.63 1
15:56:10 5768  48.53 36.63 1
15:56:11 5768  48.53 36.63 1
15:56:12 5768  48.53 36.63 1
15:56:13 5768  48.53 36.63 1
15:56:14 5768  48.53 36.63 1
15:56:15 5768  48.53 36.63 1
15:56:16 5768  48.53 36.63 1
15:56:17 5768  48.53 36.63 1
15:56:18 5768  48.53 36.63 1
15:56:19 5768  48.53 36.63 1
15:56:20 5768  48.53 36.63 1
15:56:21 5768  48.53 36.63 1
15:56:22 5768  48.53 36.63 1
15:56:23 5768  48.53 36.63 1
15:56:24 5768  48.53 36.63 1
15:56:25 5768  48.53 36.63 1
15:56:26 5768  48.53 36.63 1
15:56:27 5768  48.53 36.63 1
15:56:28 5768  48.53 36.63 1
15:56:29 5768  48.53 36.63 1
15:56:30 5768  48.53 36.63 1
15:56:31 5768  48.53 36.63 1
15:56:32 5768  48.53 36.63 1
15:56:33 5768  48.53 36.63 1
15:56:34 5768  48.53 36.63 1
15:56:35 5768  48.53 36.63 1
15:56:36 5768  48.53 36.63 1
15:56:37 5768  48.53 36.63 1
15:56:38 5768  48.53 36.63 1
15:56:39 5768  48.53 36.63 1
15:56:40 5768  48.53 36.63 1
15:56:41 5768  48.53 36.63 1
15:56:42 5768  48.53 36.63 1
15:56:43 5768  48.53 36.63 1
15:56:44 5768  48.53 36.63 1
15:56:45 5768  48.53 36.63 1
15:56:46 5768  48.53 36.63 1
15:56:47 5768  48.53 36.63 1
15:56:48 5768  48.53 36.63 1
15:56:49 5768  48.53 36.63 1
15:56:50 5768  48.53 36.63 1
15:56:51 5768  48.53 36.63 1
15:56:52 5768  48.53 36.63 1
15:56:53 5768  48.53 36.63 1
15:56:54 5768  48.53 36.63 1
15:56:55 5768  48.53 36.63 1
15:56:56 5768  48.53 36.63 1
15:56:57 5768  48.53 36.63 1
15:56:58 5768  48.53 36.63 1
15:56:59 5768  48.53 36.63 1
15:57:00 5768  48.53 36.63 1
15:57:01 5768  48.53 36.63 1
15:57:02 5768  48.53 36.63 1
15:57:03 5768  48.53 36.63 1
15:57:04 5768  48.53 36.63 1
15:57:05 5768  48.53 36.63 1
15:57:06 5768  48.53 36.63 1
15:57:07 5768  48.53 36.63 1
15:57:07 5768  48.53 36.63 1
15:57:08 5768  48.53 36.63 1
15:57:09 5768  48.53 36.63 1
15:57:10 5768  48.53 36.63 1
15:57:11 5768  48.53 36.63 1
15:57:12 5768  48.53 36.63 1
15:57:14 5768  48.53 36.63 1
15:57:14 5768  48.53 36.63 1
15:57:15 5768  48.53 36.63 1
15:57:16 5768  48.53 36.63 1
15:57:17 5768  48.53 36.63 1
15:57:18 5768  48.53 36.63 1
15:57:19 5768  48.53 36.63 1
15:57:20 5768  48.53 36.63 1
15:57:21 5768  48.53 36.63 1
15:57:22 5768  48.53 36.63 1
15:57:23 5768  48.53 36.63 1
15:57:24 5768  48.53 36.63 1
15:57:25 5768  48.53 36.63 1
15:57:26 5768  48.53 36.63 1
15:57:27 5768  48.53 36.63 1
15:57:28 5768  48.53 36.63 1
15:57:29 5768  48.53 36.63 1
15:57:30 5768  48.53 36.63 1
15:57:31 5768  48.53 36.63 1
15:57:32 5768  48.53 36.63 1
15:57:33 5768  48.53 36.63 1
15:57:34 5768  48.53 36.63 1
15:57:35 5768  48.53 36.63 1
15:57:36 5768  48.53 36.63 1
15:57:37 5768  48.53 36.63 1
15:57:38 5768  48.53 36.63 1
15:57:39 5768  48.53 36.63 1
15:57:40 5768  48.53 36.63 1
15:57:41 5768  48.53 36.63 1
15:57:42 5768  48.53 36.63 1
15:57:43 5768  48.53 36.63 1
15:57:44 5768  48.53 36.63 1
15:57:45 5768  48.53 36.63 1
15:57:46 5768  48.53 36.63 1
15:57:47 5768  48.53 36.63 1
15:57:48 5768  48.53 36.63 1
15:57:49 5768  48.53 36.63 1
15:57:50 5768  48.53 36.63 1
15:57:51 5768  48.53 36.63 1
15:57:52 5768  48.53 36.63 1
15:57:53 5768  48.53 36.63 1
15:57:54 5768  48.53 36.63 1
15:57:55 5768  48.53 36.63 1
15:57:56 5768  48.53 36.63 1
15:57:57 5768  48.53 36.63 1
15:57:58 5768  48.53 36.63 1
15:57:59 5768  48.53 36.63 1
15:58:00 5768  48.53 36.63 1
15:58:01 5768  48.53 36.63 1
15:58:03 5768  48.53 36.63 1
15:58:04 5768  48.53 36.63 1
15:58:05 5768  48.53 36.63 1
15:58:06 5768  48.53 36.63 1
15:58:07 5768  48.53 36.63 1
15:58:08 5768  48.53 36.63 1
15:58:09 5768  48.53 36.63 1
15:58:10 5768  48.53 36.63 1
15:58:11 5768  48.53 36.63 1
15:58:12 5768  48.53 36.63 1
15:58:13 5768  48.53 36.63 1
15:58:14 5768  48.53 36.63 1
15:58:15 5768  48.53 36.63 1
15:58:16 5768  48.53 36.63 1
15:58:17 5768  48.53 36.63 1
15:58:18 5768  48.53 36.63 1
15:58:19 5768  48.53 36.63 1
15:58:20 5768  48.53 36.63 1
15:58:21 5768  48.53 36.63 1
15:58:22 5768  48.53 36.63 1
15:58:23 5768  48.53 36.63 1
15:58:24 5768  48.53 36.63 1
15:58:25 5768  48.53 36.63 1
15:58:26 5768  48.53 36.63 1
15:58:27 5768  48.53 36.63 1
15:58:28 5768  48.53 36.63 1
15:58:29 5768  48.53 36.63 1
15:58:30 5768  48.53 36.63 1
15:58:31 5768  48.53 36.63 1
15:58:32 5768  48.53 36.63 1
15:58:33 5768  48.53 36.63 1
15:58:34 5768  48.53 36.63 1
15:58:35 5768  48.53 36.63 1
15:58:36 5768  48.53 36.63 1
15:58:37 5768  48.53 36.63 1
15:58:38 5768  48.53 36.63 1
15:58:39 5768  48.53 36.63 1
15:58:40 5768  48.53 36.63 1
15:58:41 5768  48.53 36.63 1
15:58:42 5768  48.53 36.63 1
15:58:43 5768  48.53 36.63 1
15:58:44 5768  48.53 36.63 1
15:58:45 5768  48.53 36.63 1
15:58:46 5768  48.53 36.63 1
15:58:47 5768  48.53 36.63 1
15:58:48 5768  48.53 36.63 1
15:58:49 5768  48.53 36.63 1
15:58:50 5768  48.53 36.63 1
15:58:51 5768  48.53 36.63 1
15:58:52 5768  48.53 36.63 1
15:58:53 5768  48.53 36.63 1
15:58:54 5768  48.53 36.63 1
15:58:55 5768  48.53 36.63 1
15:58:56 5768  48.53 36.63 1
15:58:57 5768  48.53 36.63 1
15:58:58 5768  48.53 36.63 1
15:58:59 5768  48.53 36.63 1
15:59:00 5768  48.53 36.63 1
15:59:01 5768  48.53 36.63 1
15:59:02 5768  48.53 36.63 1
15:59:03 5768  48.53 36.63 1
15:59:04 5768  48.53 36.63 1
15:59:05 5768  48.53 36.63 1
15:59:06 5768  48.53 36.63 1
15:59:07 5768  48.53 36.63 1
15:59:08 5768  48.53 36.63 1
15:59:09 5768  48.53 36.63 1
15:59:10 5768  48.53 36.63 1
15:59:11 5768  48.53 36.63 1
15:59:12 5768  48.53 36.63 1
15:59:13 5768  48.53 36.63 1
15:59:14 5768  48.53 36.63 1
15:59:15 5768  48.53 36.63 1
15:59:16 5768  48.53 36.63 1
15:59:17 5768  48.53 36.63 1
15:59:18 5768  48.53 36.63 1
15:59:19 5768  48.53 36.63 1
15:59:20 5768  48.53 36.63 1
15:59:21 5768  48.53 36.63 1
15:59:22 5768  48.53 36.63 1
15:59:23 5768  48.53 36.63 1
15:59:24 5768  48.53 36.63 1
15:59:25 5768  48.53 36.63 1
15:59:26 5768  48.53 36.63 1
15:59:27 5768  48.53 36.63 1
15:59:28 5768  48.53 36.63 1
15:59:29 5768  48.53 36.63 1
15:59:30 5768  48.53 36.63 1
15:59:31 5768  48.53 36.63 1
15:59:32 5768  48.53 36.63 1
15:59:33 5768  48.53 36.63 1
15:59:34 5768  48.53 36.63 1
15:59:35 5768  48.53 36.63 1
15:59:36 5768  48.53 36.63 1
15:59:37 5768  48.53 36.63 1
15:59:38 5768  48.53 36.63 1
15:59:39 5768  48.53 36.63 1
15:59:40 5768  48.53 36.63 1
15:59:41 5768  48.53 36.63 1
15:59:42 5768  48.53 36.63 1
15:59:43 5768  48.53 36.63 1
15:59:44 5768  48.53 36.63 1
15:59:45 5768  48.53 36.63 1
15:59:46 5768  48.53 36.63 1
15:59:47 5768  48.53 36.63 1
15:59:48 5768  48.53 36.63 1
15:59:49 5768  48.53 36.63 1
15:59:50 5768  48.53 36.63 1
15:59:51 5768  48.53 36.63 1
15:59:52 5768  48.53 36.63 1
15:59:53 random_robot 1
15:59:54 random_robot 1
15:59:55 random_robot 1
15:59:56 random_robot 1
15:59:57 random_robot 1
15:59:58 random_robot 1
15:59:59 random_robot 1
16:00:00 random_robot 1
16:00:01 random_robot 1
16:00:02 random_robot 1
16:00:03 random_robot 1
16:00:04 random_robot 1
16:00:05 random_robot 1
16:00:06 random_robot 1
16:00:07 random_robot 1
16:00:08 random_robot 1
16:00:09 random_robot 1
16:00:10 random_robot 1
16:00:11 random_robot 1
16:00:12 random_robot 1
16:00:13 random_robot 1
16:00:14 random_robot 1
16:00:15 random_robot 1
16:00:16 random_robot 1
16:00:17 random_robot 1
16:00:18 random_robot 1
16:00:19 random_robot 1
16:00:20 random_robot 1
16:00:21 random_robot 1
16:00:22 random_robot 1
16:00:23 random_robot 1
16:00:24 random_robot 1
16:00:25 random_robot 1
16:00:26 random_robot 1
16:00:27 random_robot 1
16:00:28 random_robot 1
16:00:29 random_robot 1
16:00:30 random_robot 1
16:00:31 random_robot 1
16:00:32 random_robot 1
16:00:33 random_robot 1
16:00:34 random_robot 1
16:00:35 random_robot 1
16:00:36 random_robot 1
16:00:37 random_robot 1
16:00:38 random_robot 1
16:00:39 random_robot 1
16:00:40 random_robot 1
16:00:41 random_robot 1
16:00:42 random_robot 1
16:00:43 random_robot 1
16:00:44 random_robot 1
16:00:45 random_robot 1
16:00:46 random_robot 1
16:00:47 random_robot 1
16:00:48 random_robot 1
16:00:49 random_robot 1
16:00:50 random_robot 1
16:00:51 random_robot 1
16:00:52 random_robot 1
16:00:53 random_robot 1
16:00:54 random_robot 1
16:00:55 random_robot 1
16:00:56 random_robot 1
16:00:57 random_robot 1
16:00:58 random_robot 1
16:00:59 random_robot 1
16:01:00 random_robot 1
16:01:01 random_robot 1
16:01:02 random_robot 1
16:01:03 random_robot 1
16:01:04 random_robot 1
16:01:05 random_robot 1
16:01:06 random_robot 1
16:01:07 random_robot 1
16:01:08 random_robot 1
16:01:09 random_robot 1
16:01:10 random_robot 1
16:01:11 random_robot 1
16:01:12 random_robot 1
16:01:13 random_robot 1
16:01:14 random_robot 1
16:01:15 random_robot 1
16:01:16 random_robot 1
16:01:17 random_robot 1
16:01:18 random_robot 1
16:01:19 random_robot 1
16:01:20 1 0 0 78.56 40.9 1
16:01:21 2 0 0 41.95 98.88 1
16:01:22 3 0 0 96.29 20.24 1
16:01:23 4 0 0 96.03 22.98 1
16:01:24 5 0 0 76.06 42.87 1
16:01:25 6 0 0 20.69 5.49 1
16:01:26 7 0 0 7.63 32.41 1
16:01:27 8 0 0 73.95 99.63 1
16:01:28 9 0 0 2.28 34.62 1
16:01:29 10 0 0 50.16 89.75 1
16:01:30 11 0 0 36.67 31.75 1
16:01:31 12 0 0 53.07 77.75 1
16:01:32 13 0 0 21.56 59.19 1
16:01:33 14 0 0 91.76 45.61 1
16:01:34 15 0 0 48.78 90.03 1
16:01:35 16 0 0 13.6 68.8 1
16:01:36 17 0 0 18.8 99.45 1
16:01:37 18 0 0 33.58 63.42 1
16:01:38 19 0 0 7.37 87.66 1
16:01:39 20 0 0 82.38 62.18 1
16:01:40 21 0 0 11.04 17.63 1
16:01:41 22 0 0 52.9 15.46 1
16:01:42 23 0 0 74.5 27.05 1
16:01:43 24 0 0 56.21 85.73 1
16:01:44 25 0 0 46.25 28.11 1
16:01:45 26 0 0 86.29 26.71 1
16:01:46 27 0 0 45.58 77.74 1
16:01:47 28 0 0 68.56 90.66 1
16:01:48 29 0 0 79.74 10.72 1
16:01:49 30 0 0 71.25 6.2 1
16:01:50 31 0 0 49.2 36.51 1
16:01:51 32 0 0 68.25 62.84 1
16:01:52 33 0 0 70.6 9.31 1
16:01:53 34 0 0 56.27 64.59 1
16:01:54 35 0 0 13.92 90.01 1
16:01:55 36 0 0 42.85 3.26 1
16:01:56 37 0 0 41.77 57.48 1
16:01:57 38 0 0 71.32 67.36 1
16:01:58 39 0 0 42.93 59.86 1
16:01:59 40 0 0 30.32 17.35 1
16:02:00 41 0 0 78.44 19.98 1
16:02:01 42 0 0 78.45 1.3 1
16:02:02 43 0 0 14.38 3.43 1
16:02:03 44 0 0 60.44 38.1 1
16:02:04 45 0 0 8.9 60.91 1
16:02:05 46 0 0 77.59 34.85 1
16:02:06 47 0 0 51.46 36.12 1
16:02:07 48 0 0 58.9 97.57 1
16:02:08 49 0 0 34.01 10.91 1
16:02:09 50 0 0 92.97 24.03 1
16:02:10 51 0 0 8.27 52.65 1
16:02:11 52 0 0 70.28 99.42 1
16:02:12 53 0 0 8.53 34.93 1
16:02:13 54 0 0 2.59 61.73 1
16:02:14 55 0 0 44.74 21.15 1
16:02:15 56 0 0 30.8 12.61 1
16:02:16 57 0 0 69.24 37.91 1
16:02:17 58 0 0 46.44 13.92 1
16:02:18 59 0 0 50.36 74.49 1
16:02:19 60 0 0 68.84 58.92 1
16:02:20 61 0 0 57.32 46.86 1
16:02:21 62 0 0 47.14 59.47 1
16:02:22 63 0 0 90.55 25.6 1
16:02:23 64 0 0 75.67 72.43 1
16:02:24 65 0 0 89.66 82.05 1
16:02:25 66 0 0 28.07 71.53 1
16:02:26 67 0 0 55.62 94.59 1
16:02:27 68 0 0 88.12 91.63 1
16:02:28 69 0 0 62.79 34.41 1
16:02:29 70 0 0 65.77 71.25 1
16:02:30 71 0 0 83.5 75.54 1
16:02:31 72 0 0 67.6 55.26 1
16:02:32 73 0 0 84.77 13.17 1
16:02:33 74 0 0 89.14 29.18 1
16:02:34 75 0 0 55.51 25.92 1
16:02:35 76 0 0 96.9 42.7 1
16:02:36 77 0 0 58.23 70.52 1
16:02:37 78 0 0 82.13 48.21 1
16:02:38 79 0 0 34.61 75.82 1
16:02:39 80 0 0 21.1 22.96 1
16:02:40 81 0 0 16.44 9.67 1
16:02:41 82 0 0 54.13 20.39 1
16:02:42 83 0 0 33.42 5.42 1
16:02:43 84 0 0 52.17 51.96 1
16:02:44 85 0 0 68.8 51.42 1
16:02:45 86 0 0 48.19 52.48 1
16:02:46 87 0 0 2.92 67.24 1
16:02:47 88 0 0 47.83 59.89 1
16:02:48 89  0 36.89 10.44 1
16:02:49 90  0 71.26 12.7 1
16:02:50 91  0 53.11 41.42 1
16:02:51 92  0 37.52 52.47 1
16:02:52 93  0 32.42 43.12 1
16:02:53 94 0 0 32.35 51.89 1
16:02:54 95 0 0 15.68 7.21 1
16:02:55 96 0 0 90.8 93.46 1
16:02:56 97 0 0 78.07 31.5 1
16:02:57 98 0 0 95.5 83.2 1
16:02:58 99 0 0 30.4 23.16 1
16:02:59 100 0 0 60.68 99.07 1
16:03:00 101 0 0 42.19 20.73 1
16:03:01 101 0 0 42.19 20.73 1
16:03:02 101 0 0 42.19 20.73 1
16:03:03 101 0 0 42.19 20.73 1
16:03:04 101 0 0 42.19 20.73 1
16:03:05 101 0 0 42.19 20.73 1
16:03:06 101 0 0 42.19 20.73 1
16:03:07 101 0 0 42.19 20.73 1
16:03:08 102 0 0 21.27 15.75 1
16:03:09 103 0 0 66.68 68.32 1
16:03:10 104 0 0 23.3 93.5 1
16:03:11 105 0 0 17.82 54.45 1
16:03:12 106 0 0 95.08 72.3 1
16:03:13 107 0 0 98.15 73.68 1
16:03:14 108 0 0 72.62 9.38 1
16:03:15 109 0 0 64.62 81.7 1
16:03:16 109 0 0 64.62 81.7 1
16:03:17 109 0 0 64.62 81.7 1
16:03:18 109 0 0 64.62 81.7 1
16:03:19 110 0 0 84.16 75.55 1
16:03:20 111 0 0 34.18 71.42 1
16:03:21 112 0 0 43.54 36.18 1
16:03:22 113 0 0 89.14 32.57 1
16:03:23 114 0 0 16.59 87.49 1
16:03:24 115 0 0 8.75 13.23 1
16:03:25 116 0 0 41.44 70.5 1
16:03:26 117 0 0 42.46 6.23 1
16:03:27 118 0 0 97.57 12.98 1
16:03:28 119 0 0 46.05 65.24 1
16:03:29 120 0 0 42.9 59.12 1
16:03:30 121 0 0 14.35 37.92 1
16:03:31 122 0 0 66.51 37.06 1
16:03:32 123 0 0 95.41 25.33 1
16:03:33 124 0 0 80.95 82.3 1
16:03:34 125 0 0 22.55 19.94 1
16:03:35 126 0 0 98.62 45.78 1
16:03:36 127 0 0 9.5 17.07 1
16:03:37 128 0 0 98.71 16.98 1
16:03:38 129 0 0 22.72 20.91 1
16:03:39 130 0 0 56.68 76.45 1
16:03:40 131 0 0 71.93 18.8 1
16:03:41 132 0 0 30.03 19.94 1
16:03:42 133 0 0 26.63 32.05 1
16:03:43 134 0 0 13.79 66.21 1
16:03:44 135 0 0 23.38 3.39 1
16:03:45 136 0 0 35.79 66.72 1
16:03:46 137 0 0 51.93 77.59 1
16:03:47 138 0 0 81.57 76.9 1
16:03:48 139 0 0 57.03 28.68 1
16:03:49 140 0 0 90.37 12.87 1
16:03:50 141 0 0 69.16 9.41 1
16:03:51 142 0 0 88.78 71.12 1
16:03:52 143 0 0 31.47 99.15 1
16:03:53 144 0 0 49.4 82.66 1
16:03:54 145 0 0 38.33 0.28 1
16:03:55 146 0 0 27.63 59.65 1
16:03:56 147 0 0 90.21 86.02 1
16:03:57 148 0 0 14.99 64.41 1
16:03:58 149 0 0 66.6 80.29 1
16:03:59 150 0 0 4.49 10.61 1
16:04:00 151 0 0 72.21 60.67 1
16:04:01 152 0 0 36.88 38.6 1
16:04:02 153 0 0 58.61 95.14 1
16:04:03 154 0 0 5.81 61.07 1
16:04:04 155 0 0 25.89 31.94 1
16:04:05 156 0 0 80.8 27.55 1
16:04:06 157 0 0 57.55 38.45 1
16:04:07 158 0 0 26.14 44.84 1
16:04:08 159 0 0 74.88 25.23 1
16:04:09 160 0 0 58.83 14.72 1
16:04:10 161 0 0 95.28 74.17 1
16:04:11 162 0 0 59.71 43.45 1
16:04:12 163 0 0 50.4 98.54 1
16:04:13 164 0 0 60.14 64.1 1
16:04:14 165 0 0 45.12 94.13 1
16:04:15 166 0 0 9.6 45.26 1
16:04:16 167 0 0 81.15 53.04 1
16:04:17 168 0 0 17.26 45.67 1
16:04:18 169 0 0 95.75 70 1
16:04:19 170 0 0 74.61 52.01 1
16:04:20 171 0 0 84.62 63.94 1
16:04:21 172 0 0 56.16 76.87 1
16:04:22 173 0 0 18.93 10.63 1
16:04:23 174 0 0 84.83 21.61 1
16:04:24 175 0 0 99.55 8.18 1
16:04:25 176 0 0 71.18 94.78 1
16:04:26 177 0 0 5.51 35.53 1
16:04:27 178 0 0 74.85 89.51 1
16:04:28 179 0 0 41.47 32.84 1
16:04:29 random_robot 1
16:04:30 random_robot 1
16:04:31 random_robot 1
16:04:32 random_robot 1
16:04:33 random_robot 1
16:04:34 1 0 0 89.89 28.95 1
16:04:35 2 0 0 46.19 1.26 1
16:04:36 3 0 0 51.28 5.2 1
16:04:37 4 0 0 45.83 59.03 1
16:04:38 5 0 0 13.23 87.01 1
16:04:39 6 0 0 45.5 86.98 1
16:04:40 7 0 0 18.38 81.63 1
16:04:41 8 0 0 49.17 95.33 1
16:04:42 9 0 0 84.31 35.11 1
16:04:43 10 0 0 30.99 3.74 1
16:04:44 11 0 0 42.19 76.48 1
16:04:45 12 0 0 71.76 4.91 1
16:04:46 13 0 0 11.44 15.8 1
16:04:47 14 0 0 76.01 9.76 1
16:04:48 15 0 0 52.25 4.41 1
16:04:49 16 0 0 62.53 84.83 1
16:04:50 17 0 0 53.05 0.39 1
16:04:51 18 0 0 31.5 92.42 1
16:04:52 19 0 0 67.69 51.18 1
16:04:53 20 0 0 91.24 2.39 1
16:04:54 20 0 0 91.24 2.39 1
16:04:55 22 0 0 50.69 57.07 1
16:04:56 23 0 0 32.88 63.66 1
16:04:57 24 0 0 86.66 38.99 1
16:04:58 25 0 0 25.33 97.51 1
16:04:59 26 0 0 43.94 51.22 1
16:05:00 27 0 0 38.31 64.49 1
16:05:01 28 0 0 29.47 10.84 1
16:05:02 29 0 0 76.51 22.34 1
16:05:03 30 0 0 84.7 0.03 1
16:05:04 31 0 0 39.79 46.13 1
16:05:05 32 0 0 23.79 37.67 1
16:05:06 33 0 0 41.24 50.2 1
16:05:07 34 0 0 3.39 52.62 1
16:05:08 35 0 0 26.19 38.26 1
16:05:09 36 0 0 27.67 47.41 1
16:05:10 37 0 0 83.29 69.7 1
16:05:11 38 0 0 30.79 83.28 1
16:05:12 39 0 0 54.39 81.01 1
16:05:13 40 0 0 66.24 43.8 1
16:05:14 41 0 0 46.42 99.23 1
16:05:15 42 0 0 97.33 70.41 1
16:05:16 43 0 0 36.21 51.55 1
16:05:17 44 0 0 97.46 68.39 1
16:05:18 45 0 0 18.55 78.49 1
16:05:19 46 0 0 60.29 53.91 1
16:05:20 47 0 0 79.11 42.97 1
16:05:21 48 0 0 54.39 74.06 1
16:05:22 49 0 0 80.15 74.05 1
16:05:23 50 0 0 26.46 22.25 1
16:05:24 51 0 0 31.17 96.85 1
16:05:25 52 0 0 97.96 57.91 1
16:05:26 53 0 0 90 74.95 1
16:05:27 54 0 0 14.05 81.44 1
16:05:28 55 0 0 3.72 27.4 1
16:05:29 56 0 0 64.53 72.31 1
16:05:30 57 0 0 3.64 61.11 1
16:05:31 58 0 0 12.66 28.6 1
